"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"463","DNF","25","Maurice Trintignant","France","Equipe Gordini","21","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"464","DNF","28","Tony Gaze","Australia","Tony Gaze","19","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"465","DNF","7","David Murray","Great Britain","Ecurie Ecosse","14","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"466","DNF","24","Robert Manzon","France","Equipe Gordini","9","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"467","DNF","20","Peter Hirt","Switzerland","Ecurie Espadon","3","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"468","DNF","35","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"469","DNS","2","Bill Aston","Great Britain","W S Aston","","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"470","1","2","Alberto Ascari","Italy","Scuderia Ferrari","90","2:53:28.500","","","","1:49.800","89","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"471","2","4","Nino Farina","Italy","Scuderia Ferrari","90","2:54:08.600","+ 40.100","+ 40.100","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"472","3","6","Luigi Villoresi","Italy","Scuderia Ferrari","90","2:55:02.900","+ 1:34.400","+ 54.300","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"473","4","32","Mike Hawthorn","Great Britain","Leslie Hawthorn","88","","2 Laps","2 Laps","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"474","5","10","Robert Manzon","France","Equipe Gordini","87","","3 Laps","1 Lap","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"475","6","12","Maurice Trintignant","France","Equipe Gordini","87","","3 Laps","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"476","7","28","Duncan Hamilton","Great Britain","HW Motors","85","","5 Laps","2 Laps","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"477","8","26","Lance Macklin","Great Britain","HW Motors","84","","6 Laps","1 Lap","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"478","9","16","Jan Flinterman","Netherlands","Escuderia Bandeirantes","83","","7 Laps","1 Lap","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"479","9","16","Chico Landi","Brazil","Escuderia Bandeirantes","83","","7 Laps","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"480","DNF","34","Ken Wharton","Great Britain","Scuderia Franera","76","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"481","DNF","36","Stirling Moss","Great Britain","ERA","73","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"482","DNF","30","Dries van der Lof","Netherlands","HW Motors","70","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"483","DNF","22","Ken Downing","Great Britain","Ken Downing","27","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"484","DNF","24","Charles de Tornaco","Belgium","Ecurie Francorchamps","19","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"485","DNF","14","Paul Frere","Belgium","Ecurie Belge","15","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"486","DNF","8","Jean Behra","France","Equipe Gordini","10","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"487","DNF","20","Jan Flinterman","Netherlands","Escuderia Bandeirantes","7","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"488","DNF","18","Gino Bianco","Brazil","Escuderia Bandeirantes","4","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"489","1","12","Alberto Ascari","Italy","Scuderia Ferrari","80","2:50:45.600","","","177.100","2:06.100","56","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"490","2","26","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","80","2:51:47.400","+ 1:01.800","+ 1:01.800","176.000","2:06.100","57","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"491","3","16","Luigi Villoresi","Italy","Scuderia Ferrari","80","2:52:49.800","+ 2:04.200","+ 1:02.400","175.000","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"492","4","10","Nino Farina","Italy","Scuderia Ferrari","80","2:52:57.000","+ 2:11.400","+ 7.200","174.800","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"493","5","22","Felice Bonetto","Italy","Officine Alfieri Maserati","79","2:51:46.300","1 Lap","1 Lap","173.800","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"494","6","8","Andre Simon","France","Scuderia Ferrari","79","2:52:18.400","1 Lap","+ 32.100","173.300","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"495","7","14","Piero Taruffi","Italy","Scuderia Ferrari","77","2:51:42.800","3 Laps","2 Laps","169.500","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"496","8","48","Chico Landi","Brazil","Escuderia Bandeirantes","76","2:51:04.500","4 Laps","1 Lap","167.900","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"497","9","40","Ken Wharton","Great Britain","Scuderia Franera","76","2:52:33.300","4 Laps","+ 1:28.800","166.500","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"498","10","62","Louis Rosier","France","Ecurie Rosier","75","2:51:53.500","5 Laps","1 Lap","164.900","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"499","11","50","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","75","2:52:36.600","5 Laps","+ 43.100","164.200","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"500","12","30","Dennis Poore","Great Britain","Connaught Engineering","74","","6 Laps","1 Lap","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"501","13","36","Eric Brandon","Great Britain","Ecurie Richmond","73","","7 Laps","1 Lap","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"502","14","2","Robert Manzon","France","Equipe Gordini","71","","9 Laps","2 Laps","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"503","15","38","Alan Brown","Great Britain","Ecurie Richmond","68","","12 Laps","3 Laps","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"504","DNF","32","Stirling Moss","Great Britain","Connaught Engineering","60","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"505","DNF","46","Gino Bianco","Brazil","Escuderia Bandeirantes","46","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"506","DNF","6","Jean Behra","France","Equipe Gordini","42","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"507","NC","42","Mike Hawthorn","Great Britain","Leslie Hawthorn","38","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"508","DNF","24","Franco Rol","Italy","Officine Alfieri Maserati","24","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"509","DNF","4","Maurice Trintignant","France","Equipe Gordini","5","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"510","DNF","28","Kenneth McAlpine","Great Britain","Connaught Engineering","4","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"511","DNF","18","RudI Fischer","Switzerland","Ecurie Espadon","3","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"512","DNF","34","Elie Bayol","France","Elie Bayol","","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"513","1","8","Alberto Ascari","Italy","Scuderia Ferrari","76","3:00:20.300","","","128.958","2:17.300","28","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"514","2","10","Nino Farina","Italy","Scuderia Ferrari","76","3:01:31.000","+ 1:10.700","+ 1:10.700","128.121","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"515","3","12","Piero Taruffi","Italy","Scuderia Ferrari","75","","1 Lap","1 Lap","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"516","4","2","Robert Manzon","France","Equipe Gordini","74","","2 Laps","1 Lap","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"517","5","44","Maurice Trintignant","France","Equipe Gordini","72","","4 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"518","6","22","Peter Collins","Great Britain","HW Motors","70","","6 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"519","7","4","Jean Behra","France","Equipe Gordini","70","","6 Laps","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"520","8","28","Philippe Etancelin","France","Escuderia Bandeirantes","70","","6 Laps","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"521","9","20","Lance Macklin","Great Britain","HW Motors","70","","6 Laps","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"522","10","24","Yves Giraud-Cabantous","France","HW Motors","68","","8 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"523","11","34","RudI Fischer/Peter Hirt/","Switzerland","Ecurie Espadon","66","","10 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"524","12","38","Franco Comotti","Italy","Scuderia Marzotto","63","","13 Laps","3 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"525","DNF","6","Prince Bira","Thailand","Equipe Gordini","56","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"526","DNF","42","Mike Hawthorn","Great Britain","Archie Bryde","51","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"527","DNF","16","Emmanuel de Graffenried/Harry Schell/","Switzerland","Enrico Plate","34","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"528","DNF","26","Peter Whitehead","Great Britain","Peter Whitehead","26","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"529","DNF","14","Louis Rosier","France","Ecurie Rosier","17","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"530","DNF","32","Johnny Claes","Belgium","Ecurie Belge","15","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"531","DNF","18","Harry Schell","USA","Enrico Plate","7","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"532","DNF","40","Piero Carini","Italy","Scuderia Marzotto","2","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"533","1","10","Alberto Ascari","Italy","Scuderia Ferrari","97","3:01:04.600","","","125.748","1:48.400","73","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"534","2","14","Luigi Villoresi","Italy","Scuderia Ferrari","96","3:01:36.300","1 Lap","1 Lap","124.090","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"535","3","4","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","96","3:02:19.200","1 Lap","+ 42.900","123.603","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"536","4","16","Mike Hawthorn","Great Britain","Scuderia Ferrari","96","3:02:33.500","1 Lap","+ 14.300","123.442","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"537","5","8","Oscar Galvez","Argentina","Officine Alfieri Maserati","96","3:02:48.100","1 Lap","+ 14.600","123.278","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"538","6","30","Jean Behra","France","Equipe Gordini","94","3:01:10.000","3 Laps","2 Laps","121.799","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"539","7","28","Maurice Trintignant/Harry Schell/","France","Equipe Gordini","91","3:01:07.100","6 Laps","3 Laps","117.943","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"540","8","22","John Barber","Great Britain","Cooper Car Co","90","3:01:40.600","7 Laps","1 Lap","116.288","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"541","9","20","Alan Brown","Great Britain","Cooper Car Co","87","3:02:48.600","10 Laps","3 Laps","111.715","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"542","DNF","26","Robert Manzon","France","Equipe Gordini","67","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"543","DNF","2","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","36","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"544","DNF","6","Felice Bonetto","Italy","Officine Alfieri Maserati","31","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"545","DNF","12","Nino Farina","Italy","Scuderia Ferrari","30","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"546","DNF","32","Carlos Menditeguy","Argentina","Equipe Gordini","24","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"547","DNF","34","Pablo Birger","Argentina","Equipe Gordini","21","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"548","DNF","24","Adolfo Schwelm Cruz","Argentina","Cooper Car Co","20","","","","","","","Jan 18, 1953","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1953
"549","1","46","Alberto Ascari","Italy","Scuderia Ferrari","65","3:01:34.400","","","156.366","2:41.300","50","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"550","2","24","Nino Farina","Italy","Scuderia Ferrari","65","3:02:47.330","+ 1:12.930","+ 1:12.930","155.326","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"551","3","26","Mike Hawthorn","Great Britain","Scuderia Ferrari","65","3:03:10.360","+ 1:35.960","+ 23.030","155.001","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"552","4","32","Juan Manuel Fangio/Felice Bonetto/","Argentina","Officine Alfieri Maserati","64","3:04:16.660","1 Lap","1 Lap","151.701","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"553","5","34","Hermann Lang","Germany","Officine Alfieri Maserati","62","3:02:20.300","3 Laps","2 Laps","148.523","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"554","6","28","Luigi Villoresi","Italy","Scuderia Ferrari","62","3:02:47.510","3 Laps","+ 27.210","148.155","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"555","7","20","Ken Wharton","Great Britain","Ken Wharton","62","3:04:51.510","3 Laps","+ 2:04.000","146.499","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"556","8","40","Max de Terra","Switzerland","Ecurie Espadon","51","","14 Laps","11 Laps","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"557","9","18","Albert Scherrer","Switzerland","HW Motors","49","3:03:59.670","16 Laps","2 Laps","116.325","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"558","DNF","4","Chico Landi","Brazil","Escuderia Bandeirantes","54","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"559","DNF","42","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","49","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"560","DNF","36","Onofre Marimon","Argentina","Officine Alfieri Maserati","46","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"561","DNF","8","Maurice Trintignant","France","Equipe Gordini","43","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"562","DNF","6","Jean Behra","France","Equipe Gordini","37","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"563","DNF","30","Felice Bonetto/Juan Manuel Fangio/","Italy","Officine Alfieri Maserati","29","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"564","DNF","16","Lance Macklin","Great Britain","HW Motors","29","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"565","DNF","38","Peter Hirt","Switzerland","Ecurie Espadon","17","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"566","DNF","14","Paul Frere","Belgium","HW Motors","1","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"567","DNF","2","Jacques Swaters","Belgium","Ecurie Francorchamps","","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"568","DNF","10","Louis Rosier","France","Ecurie Rosier","","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"569","1","14","Bill Vukovich","USA","Howard Keck Co","200","3:53:01.690","","","207.188","1:06.240","27","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
